age,job,married,education,housing,loan,contact,campaign,previous,cons_price_idx,nr_employed,insurance
40.0,officework,1,professional.course,no,yes,cellular,2.0,0.0,93.444,5228.1,no
34.0,officework,0,professional.course,yes,no,cellular,5.0,0.0,93.444,5228.1,no
39.0,service,1,basic.4y,yes,yes,cellular,1.0,0.0,93.444,5228.1,no
39.0,service,1,basic.4y,yes,yes,cellular,1.0,0.0,93.444,5228.1,no
43.0,service,1,basic.6y,no,no,cellular,1.0,0.0,93.444,5228.1,no
55.0,officework,0,professional.course,no,no,cellular,1.0,0.0,93.444,5228.1,no
44.0,service,1,illiterate,no,no,cellular,1.0,0.0,93.444,5228.1,no
40.0,officework,1,high.school,yes,yes,cellular,1.0,0.0,93.444,5228.1,no
33.0,officework,1,university.degree,no,no,cellular,1.0,0.0,93.444,5228.1,no
30.0,management,1,university.degree,no,no,cellular,1.0,0.0,93.444,5228.1,no
31.0,officework,0,high.school,no,no,cellular,3.0,0.0,93.444,5228.1,no
33.0,officework,1,university.degree,yes,yes,cellular,1.0,0.0,93.444,5228.1,no
36.0,officework,1,university.degree,no,no,cellular,3.0,0.0,93.444,5228.1,no
39.0,officework,1,professional.course,no,yes,cellular,3.0,0.0,93.444,5228.1,no
39.0,officework,1,professional.course,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
47.0,officework,1,professional.course,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
44.0,officework,0,professional.course,yes,yes,cellular,4.0,0.0,93.444,5228.1,no
35.0,officework,0,professional.course,no,yes,cellular,4.0,0.0,93.444,5228.1,no
29.0,officework,0,university.degree,yes,no,cellular,7.0,0.0,93.444,5228.1,no
58.0,officework,0,professional.course,no,no,cellular,7.0,0.0,93.444,5228.1,no
42.0,management,1,high.school,no,no,cellular,2.0,0.0,93.444,5228.1,no
36.0,officework,1,professional.course,yes,no,cellular,2.0,0.0,93.444,5228.1,no
31.0,officework,1,professional.course,no,no,cellular,2.0,0.0,93.444,5228.1,no
52.0,officework,0,university.degree,yes,no,cellular,4.0,0.0,93.444,5228.1,no
30.0,officework,1,university.degree,no,no,cellular,3.0,0.0,93.444,5228.1,no
31.0,officework,1,professional.course,yes,no,cellular,3.0,0.0,93.444,5228.1,no
39.0,service,1,basic.4y,yes,yes,cellular,2.0,0.0,93.444,5228.1,no
36.0,officework,1,professional.course,yes,no,cellular,7.0,0.0,93.444,5228.1,no
30.0,officework,0,university.degree,no,no,cellular,5.0,0.0,93.444,5228.1,no
56.0,service,1,basic.4y,no,no,cellular,7.0,0.0,93.444,5228.1,no
31.0,officework,1,professional.course,yes,yes,cellular,4.0,0.0,93.444,5228.1,no
36.0,officework,1,professional.course,yes,yes,cellular,4.0,0.0,93.444,5228.1,no
34.0,officework,1,university.degree,yes,yes,cellular,5.0,0.0,93.444,5228.1,no
57.0,service,1,basic.4y,no,no,cellular,6.0,0.0,93.444,5228.1,no
37.0,officework,1,university.degree,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
34.0,officework,0,university.degree,no,yes,cellular,3.0,0.0,93.444,5228.1,no
32.0,officework,0,professional.course,no,no,cellular,5.0,0.0,93.444,5228.1,no
30.0,officework,0,university.degree,yes,no,cellular,10.0,0.0,93.444,5228.1,no
49.0,management,1,university.degree,no,no,telephone,6.0,0.0,93.444,5228.1,no
31.0,officework,0,high.school,no,no,cellular,4.0,0.0,93.444,5228.1,no
35.0,officework,1,professional.course,no,no,cellular,6.0,0.0,93.444,5228.1,no
35.0,officework,1,university.degree,no,no,cellular,5.0,0.0,93.444,5228.1,no
45.0,no-job,1,professional.course,yes,yes,cellular,5.0,0.0,93.444,5228.1,no
40.0,officework,0,university.degree,no,yes,cellular,7.0,0.0,93.444,5228.1,no
31.0,management,1,university.degree,no,no,cellular,3.0,0.0,93.444,5228.1,no
30.0,management,1,professional.course,no,no,cellular,1.0,0.0,93.444,5228.1,no
39.0,service,1,basic.4y,no,no,cellular,2.0,0.0,93.444,5228.1,no
33.0,officework,0,university.degree,no,no,cellular,9.0,0.0,93.444,5228.1,no
57.0,service,1,basic.4y,no,no,cellular,3.0,0.0,93.444,5228.1,no
32.0,officework,0,university.degree,no,no,cellular,1.0,0.0,93.444,5228.1,no
46.0,service,1,basic.4y,yes,no,cellular,1.0,0.0,93.444,5228.1,no
46.0,service,1,basic.4y,no,no,cellular,1.0,0.0,93.444,5228.1,no
48.0,management,1,high.school,no,no,cellular,3.0,0.0,93.444,5228.1,no
36.0,officework,0,high.school,no,yes,cellular,1.0,0.0,93.444,5228.1,no
33.0,officework,0,university.degree,no,no,cellular,5.0,0.0,93.444,5228.1,no
32.0,management,1,high.school,no,no,cellular,1.0,0.0,93.444,5228.1,no
32.0,officework,0,professional.course,no,yes,cellular,5.0,0.0,93.444,5228.1,no
54.0,service,1,basic.9y,no,no,cellular,1.0,0.0,93.444,5228.1,no
53.0,service,1,basic.9y,yes,no,cellular,1.0,0.0,93.444,5228.1,no
31.0,officework,0,professional.course,no,no,cellular,1.0,0.0,93.444,5228.1,no
31.0,officework,0,professional.course,no,yes,cellular,1.0,0.0,93.444,5228.1,no
32.0,officework,0,university.degree,no,no,cellular,5.0,0.0,93.444,5228.1,no
36.0,officework,0,university.degree,no,no,cellular,5.0,0.0,93.444,5228.1,no
54.0,officework,0,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
45.0,officework,1,professional.course,yes,no,cellular,1.0,0.0,93.444,5228.1,no
32.0,officework,1,university.degree,yes,no,cellular,1.0,0.0,93.444,5228.1,no
32.0,officework,0,university.degree,yes,no,cellular,1.0,0.0,93.444,5228.1,no
32.0,officework,0,university.degree,no,no,cellular,1.0,0.0,93.444,5228.1,no
39.0,officework,1,professional.course,no,no,cellular,3.0,0.0,93.444,5228.1,no
31.0,officework,0,professional.course,yes,no,cellular,1.0,0.0,93.444,5228.1,no
52.0,service,1,basic.6y,yes,no,cellular,1.0,0.0,93.444,5228.1,no
58.0,service,1,high.school,no,no,cellular,5.0,0.0,93.444,5228.1,no
35.0,officework,0,university.degree,yes,no,cellular,4.0,0.0,93.444,5228.1,no
48.0,officework,1,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
35.0,management,1,university.degree,no,yes,cellular,5.0,0.0,93.444,5228.1,yes
52.0,service,1,basic.6y,yes,no,cellular,1.0,0.0,93.444,5228.1,no
31.0,officework,0,high.school,yes,no,cellular,1.0,0.0,93.444,5228.1,no
60.0,service,1,basic.4y,no,no,cellular,8.0,0.0,93.444,5228.1,no
45.0,service,1,basic.6y,no,no,cellular,1.0,0.0,93.444,5228.1,no
45.0,service,1,basic.6y,no,no,cellular,1.0,0.0,93.444,5228.1,no
36.0,officework,1,professional.course,yes,no,cellular,1.0,0.0,93.444,5228.1,no
47.0,officework,1,professional.course,yes,no,cellular,3.0,0.0,93.444,5228.1,no
35.0,service,1,basic.4y,yes,no,cellular,1.0,0.0,93.444,5228.1,no
33.0,officework,1,professional.course,yes,no,cellular,3.0,0.0,93.444,5228.1,no
46.0,service,1,basic.4y,yes,no,cellular,2.0,0.0,93.444,5228.1,yes
47.0,service,1,basic.6y,yes,no,cellular,2.0,0.0,93.444,5228.1,no
35.0,management,0,university.degree,no,yes,cellular,7.0,0.0,93.444,5228.1,no
29.0,officework,0,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
29.0,officework,0,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
30.0,officework,0,professional.course,no,no,cellular,3.0,0.0,93.444,5228.1,no
50.0,officework,1,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
31.0,officework,0,professional.course,no,no,cellular,2.0,0.0,93.444,5228.1,no
40.0,officework,1,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
33.0,management,1,university.degree,no,no,cellular,3.0,0.0,93.444,5228.1,no
35.0,management,0,university.degree,no,no,cellular,7.0,0.0,93.444,5228.1,no
39.0,officework,1,professional.course,yes,no,cellular,3.0,0.0,93.444,5228.1,no
42.0,officework,0,university.degree,yes,no,cellular,5.0,0.0,93.444,5228.1,no
31.0,officework,0,professional.course,no,no,cellular,10.0,0.0,93.444,5228.1,no
48.0,officework,0,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
41.0,officework,0,university.degree,no,no,cellular,4.0,0.0,93.444,5228.1,no
42.0,officework,0,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
57.0,management,1,university.degree,no,no,cellular,3.0,0.0,93.444,5228.1,no
57.0,service,1,basic.9y,yes,no,cellular,2.0,0.0,93.444,5228.1,no
30.0,officework,0,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
32.0,officework,0,university.degree,no,yes,cellular,2.0,0.0,93.444,5228.1,no
40.0,officework,0,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
36.0,officework,1,professional.course,yes,no,cellular,7.0,0.0,93.444,5228.1,no
37.0,officework,0,university.degree,no,yes,cellular,8.0,0.0,93.444,5228.1,no
33.0,officework,1,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
35.0,officework,1,professional.course,yes,no,cellular,4.0,0.0,93.444,5228.1,no
33.0,officework,1,high.school,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
33.0,management,1,university.degree,no,no,cellular,3.0,0.0,93.444,5228.1,no
31.0,officework,1,professional.course,yes,no,cellular,10.0,0.0,93.444,5228.1,no
44.0,service,1,basic.4y,no,no,cellular,5.0,0.0,93.444,5228.1,yes
29.0,officework,0,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
30.0,officework,0,university.degree,no,no,cellular,5.0,0.0,93.444,5228.1,no
37.0,officework,1,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
46.0,officework,1,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
41.0,officework,1,university.degree,yes,no,cellular,4.0,0.0,93.444,5228.1,no
31.0,officework,1,university.degree,no,no,cellular,7.0,0.0,93.444,5228.1,no
45.0,officework,0,professional.course,yes,no,cellular,2.0,0.0,93.444,5228.1,no
59.0,no-job,1,basic.9y,yes,no,cellular,4.0,0.0,93.444,5228.1,no
35.0,management,0,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,yes
32.0,service,1,basic.4y,yes,no,cellular,4.0,0.0,93.444,5228.1,no
50.0,officework,0,professional.course,no,no,cellular,2.0,0.0,93.444,5228.1,no
35.0,officework,1,professional.course,no,yes,cellular,2.0,0.0,93.444,5228.1,no
30.0,officework,0,university.degree,no,yes,cellular,8.0,0.0,93.444,5228.1,no
37.0,officework,0,university.degree,no,yes,cellular,3.0,0.0,93.444,5228.1,no
49.0,service,1,high.school,yes,no,cellular,8.0,0.0,93.444,5228.1,no
58.0,officework,0,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
37.0,officework,0,university.degree,no,yes,cellular,2.0,0.0,93.444,5228.1,no
58.0,officework,0,university.degree,no,yes,cellular,2.0,0.0,93.444,5228.1,no
50.0,service,1,basic.4y,no,no,cellular,3.0,0.0,93.444,5228.1,no
47.0,service,1,basic.9y,no,no,cellular,2.0,0.0,93.444,5228.1,no
29.0,officework,0,professional.course,no,no,cellular,1.0,0.0,93.444,5228.1,no
35.0,management,0,university.degree,no,no,cellular,7.0,0.0,93.444,5228.1,no
44.0,management,1,basic.9y,no,no,cellular,10.0,0.0,93.444,5228.1,no
33.0,officework,1,professional.course,yes,no,cellular,2.0,0.0,93.444,5228.1,no
58.0,officework,0,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
50.0,service,1,basic.4y,no,no,cellular,1.0,0.0,93.444,5228.1,no
50.0,service,1,basic.4y,no,no,cellular,1.0,0.0,93.444,5228.1,no
47.0,service,0,basic.4y,yes,no,cellular,7.0,0.0,93.444,5228.1,no
58.0,officework,1,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
57.0,management,1,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,yes
30.0,officework,0,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
39.0,no-job,1,university.degree,no,yes,cellular,2.0,0.0,93.444,5228.1,no
56.0,no-job,1,professional.course,yes,no,cellular,3.0,0.0,93.444,5228.1,no
37.0,officework,0,professional.course,yes,no,cellular,2.0,0.0,93.444,5228.1,no
39.0,officework,0,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
52.0,service,1,high.school,no,no,cellular,2.0,0.0,93.444,5228.1,no
35.0,officework,1,professional.course,no,no,cellular,2.0,0.0,93.444,5228.1,no
30.0,officework,0,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
47.0,service,1,basic.9y,no,no,cellular,2.0,0.0,93.444,5228.1,no
35.0,officework,1,professional.course,no,no,cellular,2.0,0.0,93.444,5228.1,no
58.0,officework,0,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
57.0,service,1,basic.9y,yes,no,cellular,2.0,0.0,93.444,5228.1,no
53.0,management,1,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
35.0,management,0,university.degree,no,no,cellular,3.0,0.0,93.444,5228.1,yes
37.0,officework,0,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
53.0,service,1,basic.6y,yes,no,cellular,6.0,0.0,93.444,5228.1,no
35.0,management,1,university.degree,no,yes,telephone,5.0,0.0,93.444,5228.1,no
32.0,no-job,1,university.degree,yes,no,cellular,5.0,0.0,93.444,5228.1,no
48.0,service,1,basic.9y,yes,no,cellular,2.0,0.0,93.444,5228.1,no
47.0,service,1,basic.9y,yes,no,cellular,3.0,0.0,93.444,5228.1,no
40.0,officework,1,professional.course,no,no,cellular,9.0,0.0,93.444,5228.1,no
30.0,officework,0,high.school,yes,no,telephone,3.0,0.0,93.444,5228.1,no
59.0,officework,0,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
29.0,officework,0,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
58.0,management,1,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
58.0,officework,0,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
45.0,service,1,basic.4y,no,no,cellular,14.0,0.0,93.444,5228.1,no
38.0,officework,1,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
53.0,officework,0,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
32.0,officework,0,university.degree,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
37.0,officework,0,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
42.0,officework,0,professional.course,yes,no,cellular,2.0,0.0,93.444,5228.1,no
47.0,officework,1,high.school,yes,no,cellular,3.0,0.0,93.444,5228.1,yes
53.0,management,1,university.degree,yes,no,cellular,12.0,0.0,93.444,5228.1,no
44.0,service,1,basic.4y,no,no,cellular,2.0,0.0,93.444,5228.1,no
47.0,service,1,basic.9y,yes,no,cellular,2.0,0.0,93.444,5228.1,no
39.0,officework,1,university.degree,yes,yes,cellular,2.0,0.0,93.444,5228.1,no
47.0,service,1,university.degree,no,no,cellular,3.0,0.0,93.444,5228.1,no
29.0,officework,0,university.degree,no,yes,cellular,2.0,0.0,93.444,5228.1,no
54.0,service,1,basic.4y,no,no,cellular,2.0,0.0,93.444,5228.1,no
50.0,service,1,basic.4y,no,no,cellular,2.0,0.0,93.444,5228.1,no
48.0,service,1,high.school,yes,yes,cellular,1.0,0.0,93.444,5228.1,no
54.0,service,1,basic.9y,yes,no,cellular,2.0,0.0,93.444,5228.1,no
55.0,no-job,1,high.school,no,no,cellular,2.0,0.0,93.444,5228.1,no
43.0,officework,0,professional.course,no,yes,cellular,2.0,0.0,93.444,5228.1,no
49.0,service,1,high.school,no,no,cellular,2.0,0.0,93.444,5228.1,no
42.0,officework,0,university.degree,yes,yes,cellular,1.0,0.0,93.444,5228.1,no
32.0,officework,0,high.school,yes,no,cellular,3.0,0.0,93.444,5228.1,yes
33.0,officework,1,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
56.0,officework,1,university.degree,no,no,cellular,1.0,0.0,93.444,5228.1,no
48.0,service,1,basic.4y,no,no,cellular,1.0,0.0,93.444,5228.1,no
48.0,service,1,basic.4y,yes,no,cellular,1.0,0.0,93.444,5228.1,no
59.0,no-job,1,basic.9y,yes,no,cellular,6.0,0.0,93.444,5228.1,no
37.0,officework,1,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
40.0,officework,1,professional.course,no,no,cellular,3.0,0.0,93.444,5228.1,no
31.0,officework,0,university.degree,no,no,cellular,4.0,0.0,93.444,5228.1,no
51.0,service,1,high.school,yes,no,cellular,3.0,0.0,93.444,5228.1,no
51.0,service,1,basic.4y,yes,no,cellular,2.0,0.0,93.444,5228.1,no
57.0,service,1,basic.9y,yes,no,cellular,2.0,0.0,93.444,5228.1,no
47.0,service,1,university.degree,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
38.0,officework,1,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
44.0,management,1,basic.9y,no,yes,cellular,5.0,0.0,93.444,5228.1,no
42.0,officework,0,university.degree,no,no,cellular,11.0,0.0,93.444,5228.1,no
42.0,officework,1,professional.course,yes,no,cellular,2.0,0.0,93.444,5228.1,no
52.0,service,1,basic.9y,yes,no,cellular,3.0,0.0,93.444,5228.1,no
40.0,officework,1,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,yes
31.0,officework,1,university.degree,no,no,cellular,4.0,0.0,93.444,5228.1,no
40.0,officework,1,university.degree,no,no,cellular,12.0,0.0,93.444,5228.1,no
56.0,officework,1,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
33.0,management,1,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
52.0,service,1,high.school,yes,yes,cellular,2.0,0.0,93.444,5228.1,no
47.0,management,1,university.degree,yes,yes,cellular,2.0,0.0,93.444,5228.1,no
37.0,officework,1,university.degree,yes,no,cellular,11.0,0.0,93.444,5228.1,no
29.0,officework,0,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
45.0,service,1,basic.4y,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
51.0,service,1,high.school,no,no,cellular,3.0,0.0,93.444,5228.1,no
48.0,service,1,basic.9y,yes,no,cellular,6.0,0.0,93.444,5228.1,no
30.0,management,1,university.degree,no,no,cellular,3.0,0.0,93.444,5228.1,no
32.0,service,1,basic.4y,yes,no,cellular,9.0,0.0,93.444,5228.1,no
29.0,officework,0,university.degree,no,no,cellular,7.0,0.0,93.444,5228.1,no
45.0,service,1,high.school,yes,yes,cellular,2.0,0.0,93.444,5228.1,no
49.0,service,1,basic.4y,yes,no,cellular,4.0,0.0,93.444,5228.1,no
33.0,officework,1,professional.course,yes,no,cellular,5.0,0.0,93.444,5228.1,no
34.0,management,1,basic.9y,yes,no,cellular,3.0,0.0,93.444,5228.1,no
59.0,no-job,1,basic.9y,no,no,cellular,9.0,0.0,93.444,5228.1,no
32.0,officework,1,professional.course,yes,yes,cellular,2.0,0.0,93.444,5228.1,no
31.0,officework,1,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
42.0,management,1,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
30.0,officework,0,high.school,no,no,cellular,3.0,0.0,93.444,5228.1,no
44.0,service,1,basic.4y,no,yes,cellular,2.0,0.0,93.444,5228.1,no
44.0,service,1,basic.4y,no,no,cellular,2.0,0.0,93.444,5228.1,no
30.0,officework,0,university.degree,yes,no,cellular,13.0,0.0,93.444,5228.1,no
29.0,officework,1,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
40.0,officework,1,professional.course,yes,no,cellular,6.0,0.0,93.444,5228.1,no
35.0,management,1,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
50.0,service,1,basic.4y,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
42.0,officework,0,professional.course,yes,yes,cellular,2.0,0.0,93.444,5228.1,no
40.0,officework,1,university.degree,yes,no,cellular,4.0,0.0,93.444,5228.1,no
55.0,service,1,basic.4y,yes,no,cellular,5.0,0.0,93.444,5228.1,no
32.0,officework,0,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
58.0,management,1,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
33.0,officework,0,university.degree,no,no,cellular,4.0,0.0,93.444,5228.1,no
58.0,no-job,1,basic.4y,no,no,cellular,2.0,0.0,93.444,5228.1,no
41.0,officework,1,university.degree,no,yes,cellular,3.0,0.0,93.444,5228.1,no
53.0,service,1,basic.6y,yes,no,cellular,5.0,0.0,93.444,5228.1,no
52.0,service,1,professional.course,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
35.0,officework,0,professional.course,no,no,cellular,6.0,0.0,93.444,5228.1,no
34.0,management,1,basic.9y,no,no,cellular,3.0,0.0,93.444,5228.1,no
30.0,officework,0,university.degree,no,no,cellular,3.0,0.0,93.444,5228.1,yes
46.0,officework,1,university.degree,no,yes,cellular,4.0,0.0,93.444,5228.1,no
32.0,officework,0,high.school,yes,no,cellular,3.0,0.0,93.444,5228.1,no
45.0,management,1,university.degree,no,no,cellular,5.0,0.0,93.444,5228.1,no
55.0,service,1,basic.9y,yes,no,cellular,4.0,0.0,93.444,5228.1,no
52.0,service,1,basic.4y,yes,yes,cellular,4.0,0.0,93.444,5228.1,no
54.0,service,1,basic.4y,yes,no,cellular,3.0,0.0,93.444,5228.1,no
59.0,officework,0,university.degree,yes,yes,cellular,2.0,0.0,93.444,5228.1,no
37.0,officework,1,professional.course,yes,no,cellular,4.0,0.0,93.444,5228.1,no
32.0,officework,0,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
50.0,service,1,high.school,yes,no,cellular,15.0,0.0,93.444,5228.1,no
46.0,service,1,basic.4y,no,no,cellular,3.0,0.0,93.444,5228.1,no
35.0,officework,0,high.school,yes,no,cellular,2.0,0.0,93.444,5228.1,no
52.0,service,1,high.school,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
52.0,service,1,basic.4y,yes,no,cellular,4.0,0.0,93.444,5228.1,no
47.0,service,1,basic.4y,no,no,cellular,5.0,0.0,93.444,5228.1,no
47.0,service,0,basic.4y,yes,no,cellular,3.0,0.0,93.444,5228.1,no
29.0,officework,0,university.degree,no,no,cellular,4.0,0.0,93.444,5228.1,no
57.0,service,1,high.school,yes,no,telephone,9.0,0.0,93.444,5228.1,no
35.0,officework,1,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
57.0,management,1,university.degree,no,yes,cellular,2.0,0.0,93.444,5228.1,no
57.0,service,1,basic.9y,yes,no,cellular,4.0,0.0,93.444,5228.1,no
47.0,officework,1,high.school,yes,yes,cellular,2.0,0.0,93.444,5228.1,no
33.0,officework,0,university.degree,yes,no,cellular,4.0,0.0,93.444,5228.1,no
45.0,management,1,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
45.0,service,1,basic.9y,yes,no,cellular,2.0,0.0,93.444,5228.1,no
51.0,service,1,basic.4y,yes,no,cellular,3.0,0.0,93.444,5228.1,no
54.0,service,1,basic.4y,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
39.0,officework,0,professional.course,no,no,cellular,4.0,0.0,93.444,5228.1,no
57.0,service,1,professional.course,no,no,cellular,2.0,0.0,93.444,5228.1,no
36.0,officework,1,high.school,yes,no,cellular,6.0,0.0,93.444,5228.1,yes
31.0,officework,0,high.school,yes,no,cellular,3.0,0.0,93.444,5228.1,no
45.0,officework,0,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
43.0,officework,1,professional.course,no,no,cellular,4.0,0.0,93.444,5228.1,no
36.0,service,1,basic.4y,no,no,cellular,2.0,0.0,93.444,5228.1,no
55.0,management,1,university.degree,no,no,cellular,6.0,0.0,93.444,5228.1,no
49.0,officework,0,university.degree,yes,no,cellular,4.0,0.0,93.444,5228.1,no
31.0,officework,0,high.school,no,no,cellular,5.0,0.0,93.444,5228.1,no
59.0,management,1,university.degree,no,no,cellular,2.0,0.0,93.444,5228.1,no
36.0,officework,0,university.degree,yes,no,cellular,7.0,0.0,93.444,5228.1,no
53.0,management,1,university.degree,no,no,cellular,4.0,0.0,93.444,5228.1,no
48.0,service,1,basic.9y,no,no,cellular,2.0,0.0,93.444,5228.1,no
50.0,service,1,basic.9y,no,no,cellular,3.0,0.0,93.444,5228.1,no
43.0,officework,1,professional.course,yes,no,cellular,7.0,0.0,93.444,5228.1,no
34.0,officework,1,high.school,no,no,cellular,8.0,0.0,93.444,5228.1,no
32.0,officework,0,high.school,yes,yes,cellular,2.0,0.0,93.444,5228.1,no
41.0,officework,0,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
57.0,no-job,1,basic.9y,yes,no,cellular,4.0,0.0,93.444,5228.1,no
38.0,officework,0,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
40.0,management,1,university.degree,yes,no,cellular,4.0,0.0,93.444,5228.1,no
41.0,officework,1,university.degree,yes,no,cellular,4.0,0.0,93.444,5228.1,no
46.0,service,1,basic.9y,yes,no,cellular,3.0,0.0,93.444,5228.1,no
41.0,officework,0,professional.course,no,no,cellular,6.0,0.0,93.444,5228.1,no
37.0,officework,0,university.degree,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
59.0,no-job,1,basic.4y,yes,no,cellular,2.0,0.0,93.444,5228.1,no
54.0,service,1,basic.4y,yes,no,cellular,4.0,0.0,93.444,5228.1,no
60.0,no-job,1,basic.4y,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
39.0,officework,0,professional.course,yes,no,cellular,5.0,0.0,93.444,5228.1,yes
54.0,service,1,basic.4y,yes,no,cellular,3.0,0.0,93.444,5228.1,no
59.0,management,1,university.degree,no,yes,cellular,3.0,0.0,93.444,5228.1,no
53.0,officework,1,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
47.0,management,1,university.degree,no,no,cellular,3.0,0.0,93.444,5228.1,no
31.0,officework,1,university.degree,no,no,cellular,9.0,0.0,93.444,5228.1,no
38.0,officework,1,university.degree,yes,yes,cellular,3.0,0.0,93.444,5228.1,no
59.0,no-job,1,basic.4y,no,no,cellular,5.0,0.0,93.444,5228.1,no
57.0,officework,1,high.school,yes,yes,cellular,4.0,0.0,93.444,5228.1,no
29.0,officework,0,high.school,yes,yes,cellular,4.0,0.0,93.444,5228.1,no
59.0,service,1,basic.4y,yes,no,cellular,2.0,0.0,93.444,5228.1,no
56.0,no-job,1,professional.course,yes,no,cellular,5.0,0.0,93.444,5228.1,no
40.0,officework,1,university.degree,yes,no,cellular,4.0,0.0,93.444,5228.1,no
59.0,officework,1,high.school,yes,no,cellular,5.0,0.0,93.444,5228.1,no
59.0,no-job,1,basic.4y,yes,no,cellular,13.0,0.0,93.444,5228.1,no
44.0,officework,1,university.degree,no,no,cellular,5.0,0.0,93.444,5228.1,no
45.0,officework,0,university.degree,yes,no,cellular,2.0,0.0,93.444,5228.1,no
45.0,officework,0,university.degree,yes,no,cellular,5.0,0.0,93.444,5228.1,no
56.0,service,1,high.school,no,no,cellular,7.0,0.0,93.444,5228.1,no
43.0,officework,0,university.degree,no,no,cellular,5.0,0.0,93.444,5228.1,no
43.0,officework,1,professional.course,no,yes,cellular,4.0,0.0,93.444,5228.1,no
56.0,service,1,high.school,no,no,cellular,5.0,0.0,93.444,5228.1,no
53.0,officework,1,university.degree,yes,no,cellular,3.0,0.0,93.444,5228.1,no
44.0,officework,1,professional.course,yes,no,cellular,6.0,0.0,93.444,5228.1,no
50.0,management,1,university.degree,yes,no,cellular,4.0,0.0,93.444,5228.1,no
37.0,officework,1,professional.course,no,no,cellular,5.0,0.0,93.444,5228.1,no
